,id,permit_,permit_type,review_type,application_start_date,issue_date,processing_time,street_number,street_direction,street_name,suffix,work_description,building_fee_paid,zoning_fee_paid,other_fee_paid,subtotal_paid,building_fee_unpaid,zoning_fee_unpaid,other_fee_unpaid,subtotal_unpaid,building_fee_waived,zoning_fee_waived,other_fee_waived,subtotal_waived,total_fee,contact_1_type,contact_1_name,contact_1_city,contact_1_state,contact_1_zipcode,contact_2_type,contact_2_name,contact_2_city,contact_2_state,contact_2_zipcode,contact_3_type,contact_3_name,contact_3_city,contact_3_state,contact_3_zipcode,contact_4_type,contact_4_name,contact_4_city,contact_4_state,contact_4_zipcode,contact_5_type,contact_5_name,contact_5_city,contact_5_state,contact_5_zipcode,contact_6_type,contact_6_name,contact_6_city,contact_6_state,contact_6_zipcode,contact_7_type,contact_7_name,contact_7_city,contact_7_state,contact_7_zipcode,contact_8_type,contact_8_name,contact_8_city,contact_8_state,contact_8_zipcode,contact_9_type,contact_9_name,contact_9_city,contact_9_state,contact_9_zipcode,contact_10_type,contact_10_name,contact_10_city,contact_10_state,contact_10_zipcode,contact_11_type,contact_11_name,contact_11_city,contact_11_state,contact_11_zipcode,contact_12_type,contact_12_name,contact_12_city,contact_12_state,contact_12_zipcode,contact_13_type,contact_13_name,contact_13_city,contact_13_state,contact_13_zipcode,contact_14_type,contact_14_name,contact_14_city,contact_14_state,contact_14_zipcode,contact_15_type,contact_15_name,contact_15_city,contact_15_state,contact_15_zipcode,reported_cost,pin1,pin2,pin3,pin4,pin5,pin6,pin7,pin8,pin9,pin10,community_area,census_tract,ward,xcoordinate,ycoordinate,latitude,longitude,location
373,3308238,101006438,PERMIT - WRECKING/DEMOLITION,DEMOLITION PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,5113,N,LINCOLN,AVE,WRECK AND REMOVE A 2 STORY FRAME MIXED USE BUILDING,2250.0,0.0,0,2250.0,0.0,0.0,0,0.0,0.0,0,0,0.0,2250.0,EXPEDITOR,EXPEDITING SERVICE,LINCOLNSHIRE,IL,60069-,CONTRACTOR-GENERAL CONTRACTOR,DEMOX INC,WEST CHICAGO,IL,60185,OWNER,5115 LINCOLN LLC,CHICAGO,IL,60612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.0,13-12-403-002-0000,,,,,,,,,,4.0,40201.0,40.0,1158633.4724327382,1933950.7977457128,41.974501066,-87.692033355,POINT (-87.692033355158 41.974501065804)
374,3329947,101021380,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,1400,S,LAKE SHORE,DR,"Modernization of One(1) 2500LB Capacity, 200FPM, 4-Floor, Passenger Elevator(BOTANY), pursuant to the sxcope of work submitted.(EV003361)",0.0,0.0,0,0.0,300.0,0.0,0,300.0,0.0,0,0,0.0,300.0,CONTRACTOR-ELEVATOR,ANDERSON ELEVATOR,BROADVIEW,IL,60155-,OWNER,THE FIELD MUSEUM,CHICAGO,IL,60622-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227000.0,17-22-110-001-0000,,,,,,,,,,33.0,330100.0,4.0,1178747.3258115638,1893853.4624870392,41.86403564,-87.619297069,POINT (-87.619297069192 41.864035639814)
375,3330039,101021452,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,11601,W,TOUHY,AVE,WORK TO BE DONE AT T5. INSTALL 1-CAT 6 DATA CABLE BETWEEN COMM.RM.PL-301 AND RM.UL-220. CABLE TO BE INSTALLED IN EXISTING CABLE TRAY AND CONDUIT,150.0,0.0,0,150.0,0.0,0.0,0,0.0,0.0,0,0,0.0,150.0,CONTRACTOR-ELECTRICAL,"ISO COMMUNICATIONS, INC.",GURNEE,IL,60031-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,76.0,,41.0,1098098.5774643964,1945979.209781826,42.008536401,-87.914428439,POINT (-87.91442843927 42.008536400869)
376,3329924,101021362,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,1316,W,MELROSE,ST,REPLACE TWO KITCHEN SINKS AND ALL ASSOCIATED PIPING,0.0,0.0,0,0.0,225.0,0.0,0,225.0,0.0,0,0,0.0,225.0,OWNER,JOHN CARSO,CAROL STREAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14-20-326-054,,,,,,,,,,6.0,62300.0,44.0,1166857.418485826,1921731.087187417,41.940796772,-87.662143483,POINT (-87.662143482679 41.940796772466)
377,3329859,101021318,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,2027,S,WABASH,AVE,TUCKPOINTING - NO STRUCTURAL WORK - 300 SQFT,475.0,50.0,0,525.0,0.0,0.0,0,0.0,0.0,0,0,0.0,525.0,MASONRY CONTRACTOR,"BRUNO'S TUCKPOINTING, INC.",FRANKFORT,IL,60423,OWNER AS ARCHITECT & CONTRACTR,PAUL GIANNOPULOS,WESTERN SPRINGS,IL,60558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22395.0,17-22-312-009-0000,17-22-312-008-0000,,,,,,,,,33.0,330100.0,3.0,1177115.093009841,1890426.1628731864,41.854668001,-87.6253926,POINT (-87.625392599739 41.854668000616)
378,3329963,101021395,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,8219,S,LOOMIS,BLVD,"Installation of (1) one Residential Vertical Platform Lift at the front of the home, 600lbs capacity @ 10fpm, pursuant to plans submitted and subject to City of Chicago Dept. of Buildings Elevator Bureau inspection.",0.0,0.0,0,0.0,150.0,0.0,0,150.0,0.0,0,0,0.0,150.0,CONTRACTOR-ELEVATOR,"EXTENDED HOME LIVING SVCS,INC.",ARLINGTON HEIGHTS,IL,60004-,OWNER,LENORIA TILLER-HILL,CHICAGO,IL,60620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25722.0,20-32-128-006-0000,,,,,,,,,,71.0,710700.0,17.0,1168470.365863708,1850161.381604981,41.74436808,-87.658282834,POINT (-87.658282833867 41.744368080322)
379,3330031,101021444,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,5539,N,LAKEWOOD,AVE,FENCES: 99FT IN X 6FT IN: QTY 1,150.0,75.0,0,225.0,0.0,0.0,0,0.0,0.0,0,0,0.0,225.0,OWNER AS GENERAL CONTRACTOR,MARY M MUELLER,CHICAGO,IL,60640,OWNER OCCUPIED,MARY MUELLER,CHICAGO,IL,60640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8084.0,14-08-105-005-0000,,,,,,,,,,77.0,30800.0,48.0,1166671.640315461,1937083.874819709,41.982929398,-87.662384445,POINT (-87.662384444919 41.982929397747)
380,3329897,101021343,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,5318,S,KILDARE,AVE,REPAIR AND REPLACE PLUMBING FIXTURE (1) TOILET IN BATHROOM AND REPLACE OLD HORIZONTAL GALVANZED WATER PIPING WITH COPPER PIPE.,0.0,0.0,0,0.0,225.0,0.0,0,225.0,0.0,0,0,0.0,225.0,OWNER,STEPHEN TODD,CHICAGO,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19-10-410-047,,,,,,,,,,62.0,620200.0,23.0,1148562.3509324768,1868902.087577388,41.796201109,-87.73074782,POINT (-87.730747819542 41.796201109149)
381,3329971,101021399,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,9320,S,EGGLESTON,AVE,REPAIR SERVICE,75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,SUNRUN INSTALLATION SERVICES,SOMERSET,NJ,08873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,25-04-322-032,,,,,,,,,,73.0,730100.0,9.0,1174890.3437167937,1842997.609041408,41.724569135,-87.63497234,POINT (-87.634972340244 41.72456913505)
382,3330002,101021419,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,11601,W,TOUHY,AVE,DISCONNECT AND RECONNECT PASSENGER LOADING BRIDGE AT TERMINAL 1 GATE B22.,75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,"HARTMANN ELECTRIC COMPANY, INC",ELK GROVE VILLAGE,IL,60007-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,76.0,,41.0,1098098.5774643964,1945979.209781826,42.008536401,-87.914428439,POINT (-87.91442843927 42.008536400869)
383,3330045,101021458,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,11601,W,TOUHY,AVE,"WORK TO BE DONE AT T5. INSTALL 12-CAT 6 DATA CABLES, 2 TO EACH OF 6 OFFICE LOCATIONS, WITHIN ROOM A853. CABLES TO BE INSTALLED IN NEW CONDUIT INSTALLED BY OTHERS",75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,"ISO COMMUNICATIONS, INC.",GURNEE,IL,60031-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,76.0,,41.0,1098098.5774643964,1945979.209781826,42.008536401,-87.914428439,POINT (-87.91442843927 42.008536400869)
384,3330051,101021464,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,3217,W,WARNER,AVE,NEW SERVICE 200A SINGLE PHASE 120/240V WITH THREE METERSNEW ELECTRIC FOR TWO APARTMENTSNEW LIGHTS AND UTILITY OUTLETS FOR THE BASEMENT,675.0,0.0,0,675.0,0.0,0.0,0,0.0,0.0,0,0,0.0,675.0,CONTRACTOR-ELECTRICAL,KABLAR ELECTRIC,NILES,IL,60714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,13-14-423-015,,,,,,,,,,16.0,160502.0,33.0,1154114.3396375363,1927368.4258029712,41.956530262,-87.708828049,POINT (-87.708828049468 41.956530262442)
385,3329934,101021368,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,900,N,LAKE SHORE,DR,"Installation of New Door Operator, Tracks, Clutch, Rollers- Hatch New Tracks, Rollers, Locks/ Pickup assemblies, and Closers on One(1) 2000LB Capacity, 500FPM, 29-Floor, Passenger Elevator(#4), pursaunt to the scope of work submitted.(EV003383)",0.0,0.0,0,0.0,450.0,0.0,0,450.0,0.0,0,0,0.0,450.0,CONTRACTOR-ELEVATOR,"URBAN ELEVATOR SERVICE, LLC",CICERO,IL,60804-,OWNER,900 N LAKE SHORE CONDO,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46864.0,17-03-215-013-0000,,,,,,,,,,8.0,81300.0,2.0,1178750.0599127356,1906697.7602291957,41.899280991,-87.618894512,POINT (-87.618894512302 41.89928099092)
386,3329860,101021319,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,128,W,111TH,PL,"INSTALL 100 AMPERES ELECTRICAL SERVICE/WITH 3 EXTERIOR METER SOCKETS, ONE METER TO BE USED FOR PUBLIC",75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,C & X ELECTRIC CO.,CHICAGO,IL,60617-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,25-21-202-025,,,,,,,,,,49.0,491300.0,9.0,1177216.3196282524,1831054.6673539637,41.691743945,-87.626811288,POINT (-87.626811288138 41.691743945086)
387,3329874,101021329,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,328,S,JEFFERSON,ST,"Replacement of Hoist Cables on One(1) 3000LB Capacity, 10-Floor, Passenger Elevator(#2), pursuant to the scope of work submitted.(EV006928)",0.0,0.0,0,0.0,150.0,0.0,0,150.0,0.0,0,0,0.0,150.0,CONTRACTOR-ELEVATOR,"URBAN ELEVATOR SERVICE, LLC",CICERO,IL,60804-,OWNER,BLUE STAR PROPERTIES,CHICAGO,IL,60607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17-16-118-013-0000,,,,,,,,,,28.0,281900.0,34.0,1172346.510909507,1898559.905303995,41.877094135,-87.642654974,POINT (-87.642654974006 41.877094135286)
388,3330043,101021456,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,11601,W,TOUHY,AVE,"WORK TO BE DONE AT T5. INSTALL 12-CAT 6 DATA CABLES, 2 EACH TO 6 FIDS MONITORS, IN THE USCBP HALL BETWEEN CAROUSELS 4/5, 6/6 AND 7/8. CABLES TO BE INSTALLED IN NEW CONDUITS INSTALLED BY OTHERS",75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,"ISO COMMUNICATIONS, INC.",GURNEE,IL,60031-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,,,,,,,,,,,76.0,,41.0,1098098.5774643964,1945979.209781826,42.008536401,-87.914428439,POINT (-87.91442843927 42.008536400869)
389,3329939,101021373,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,3244,N,LINCOLN,AVE,"Installation of (1) one EG passenger elevator, 2500lbs capacity @ 150fpm, 5 stops, pursuant to plans submitted and subject to City of Chicago Dept. of Buildings Elevator Bureau inspection.",0.0,0.0,0,0.0,300.0,0.0,0,300.0,0.0,0,0,0.0,300.0,CONTRACTOR-ELEVATOR,"ESSENTIAL ELEVATOR, INC.",SPRING GROVE,IL,60081-,OWNER,"3244 N. LINCOLN, LLC",CHICAGO,IL,60657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162000.0,14-19-430-020-0000,,,,,,,,,,6.0,62500.0,32.0,1164825.495629604,1921720.4338000424,41.940810953,-87.669611813,POINT (-87.669611812785 41.940810953144)
390,3329915,101021354,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,2105,W,CATON,ST,"Installation of (1) one holeless hydraulic passenger elevator, 2100lbs capacity @ 100fpm, 4 stops, pursuant to plans submitted ans subject to City of Chicago Dept. of Buildings Elevator Bureau inspection.",0.0,0.0,0,0.0,300.0,0.0,0,300.0,0.0,0,0,0.0,300.0,CONTRACTOR-ELEVATOR,"ESSENTIAL ELEVATOR, INC.",SPRING GROVE,IL,60081-,OWNER,LUX LIVING 4U,CHICAGO,IL,60647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,14-31-330-013-0000,,,,,,,,,,24.0,240500.0,32.0,1162048.0213166762,1911128.602358272,41.911804838,-87.680116585,POINT (-87.680116585321 41.91180483842)
391,3329813,101021286,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,550,W,127TH,ST,100 AMP SERVICE,75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,NAM-RON ELECTRIC,MATTESON,IL,60443-0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,25-28-327-016,25-28-327-017,,,,,,,,,53.0,530503.0,9.0,1174718.12376539,1820689.456075447,41.663356019,-87.63626447,POINT (-87.636264469673 41.663356019335)
392,3329973,101021401,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,8743,S,SANGAMON,ST,"Installation of (1) one Residential Vertical Platform Lift at the front of the home, 600lbs capacity @ 10fpm, pursuant to plans submitted and subject to City of Chicago Dept. of Buildings Elevator Bureau inspection.",0.0,0.0,0,0.0,150.0,0.0,0,150.0,0.0,0,0,0.0,150.0,CONTRACTOR-ELEVATOR,"EXTENDED HOME LIVING SVCS,INC.",ARLINGTON HEIGHTS,IL,60004-,OWNER,JOHN & JUDY CHAPMAN,CHICAGO,IL,60620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24277.0,25-05-205-016-0000,,,,,,,,,,71.0,711400.0,21.0,1171547.589874157,1846663.303807683,41.734702082,-87.647109742,POINT (-87.647109742083 41.734702081747)
393,3330038,101021451,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,11601,W,TOUHY,AVE,WORK TO BE DONE AT T5. INSTALL 1-CAT 6 DATA CABLE BETWEEN COMM.RM.PL-301 AND RM.UL-210. CABLE TO BE INSTALLED IN EXISTING CABLE TRAY AND CONDUIT,150.0,0.0,0,150.0,0.0,0.0,0,0.0,0.0,0,0,0.0,150.0,CONTRACTOR-ELECTRICAL,"ISO COMMUNICATIONS, INC.",GURNEE,IL,60031-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,76.0,,41.0,1098098.5774643964,1945979.209781826,42.008536401,-87.914428439,POINT (-87.91442843927 42.008536400869)
394,3329887,101021338,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,3900,W,59TH,ST,GARAGE,500.0,50.0,0,550.0,0.0,0.0,0,0.0,0.0,0,0,0.0,550.0,CONTRACTOR-GENERAL CONTRACTOR,GARAGE 2017 LLC DBA DANLEY'S G,ELK GROVE VILLAGE,IL,60007,CONTRACTOR-ELECTRICAL,"CURRENT ELECTRIC, LLC",BRIDGEVIEW,IL,60455,OWNER OCCUPIED,GARAGE 2017 LLC DBA DANLEY'S G,ELK GROVE VILLAGE,IL,60007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23767.0,19-14-128-097-0000,,,,,,,,,,62.0,620400.0,23.0,1151346.6028639523,1865235.125080733,41.786084399,-87.720633477,POINT (-87.720633476617 41.786084398524)
395,3329981,101021406,PERMIT - ELEVATOR EQUIPMENT,CONVEYANCE DEVICE PERMIT,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,4505,N,KASSON,AVE,"Installation of (1) one Residential Vertical Platform Lift at the front of the home, 600lbs capacity @ 10fpm pursuant to plans submitted and subject to City of Chicago Dept. of Buildings Elevator Bureau inspection.",0.0,0.0,0,0.0,150.0,0.0,0,150.0,0.0,0,0,0.0,150.0,CONTRACTOR-ELEVATOR,"EXTENDED HOME LIVING SVCS,INC.",ARLINGTON HEIGHTS,IL,60004-,OWNER,STANISLAWA SEREDYNSKI,CHICAGO,IL,60630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22349.0,13-15-229-033-0000,,,,,,,,,,14.0,140500.0,39.0,1148015.1147048078,1929796.09002752,41.963311735,-87.731187883,POINT (-87.731187882523 41.963311735083)
396,3329821,101021290,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,1929,N,FAIRFIELD,AVE,GARAGE,500.0,50.0,0,550.0,0.0,0.0,0,0.0,0.0,0,0,0.0,550.0,CONTRACTOR-GENERAL CONTRACTOR,BEYOND CUSTOM CO DBA STANLEY G,ELGIN,IL,60120,CONTRACTOR-ELECTRICAL,"CURRENT ELECTRIC, LLC",BRIDGEVIEW,IL,60455,OWNER OCCUPIED,BRAD KOERNER,CHICAGO,IL,60647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26800.0,13-36-401-004-0000,,,,,,,,,,22.0,832400.0,1.0,1157765.7682284138,1912832.3270807883,41.916568409,-87.695801789,POINT (-87.695801788541 41.916568409476)
397,3329902,101021346,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-21T00:00:00.000,2023-06-21T00:00:00.000,0,6926,W,ARGYLE,ST,GARAGE,500.0,50.0,0,550.0,0.0,0.0,0,0.0,0.0,0,0,0.0,550.0,CONTRACTOR-GENERAL CONTRACTOR,THE GARAGE GUY INC DBA ABSOLUT,CHICAGO,IL,60618,CONTRACTOR-ELECTRICAL,"CURRENT ELECTRIC, LLC",BRIDGEVIEW,IL,60455,OWNER OCCUPIED,MADAN GOPAL MICHELE VENKATESAN,CHICAGO,IL,60656,OWNER OCCUPIED,THE GARAGE GUY INC,CHICAGO,IL,60618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27170.0,13-07-315-032-0000,,,,,,,,,,10.0,100700.0,41.0,1128974.2277872926,1932848.6510484891,41.972034121,-87.801126203,POINT (-87.801126202812 41.972034120955)
398,3324785,101017723,PERMIT - SIGNS,SIGN PERMIT,2023-06-20T00:00:00.000,2023-06-20T00:00:00.000,0,400,W,DIVISION,ST,INSTALL ONE (1) SET OF LED ILLUMINATED CHANNEL LETTERS ON BACKER PANEL ON WEST ELEVATION WALL.,100.0,200.0,0,300.0,0.0,0.0,0,0.0,0.0,0,0,0.0,300.0,CONTRACTOR-ELECTRICAL,"OLYMPIK SIGNS, INC.",LOMBARD,IL,60148-,CONTRACTOR-GENERAL CONTRACTOR,OLYMPIK SIGNS INC,LOMBARD,IL,60148-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,17-04-143-070,,,,,,,,,,8.0,80400.0,27.0,1173434.1056492864,1908338.3746386035,41.903902743,-87.638370886,POINT (-87.63837088624 41.903902742747)
399,3329666,101021166,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-20T00:00:00.000,2023-06-20T00:00:00.000,0,215,N,PEORIA,ST,6TH FLOOR LOW VOLTAGE STRUCTURED CABLING INSTALLATION,75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,ADVANCED DATA TECHNOLOGIES,NAPERVILLE,IL,60563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,17-08-425-005,,,,,,,,,,28.0,833000.0,27.0,1170407.9571250686,1901839.2811759692,41.886135557,-87.649676809,POINT (-87.649676808942 41.886135557235)
400,3329530,101021061,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-20T00:00:00.000,2023-06-20T00:00:00.000,0,4000,E,134TH,ST,INSTALL ELECTRIC TO HOME AT LOT 909 NORTH.,75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,"KREYKES ELECTRIC, INC.",LYNWOOD,IL,60411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,26-32-114-014,26-32-200-002,,,,,,,,,55.0,550100.0,10.0,1204479.2084164252,1816701.7725655716,41.65170129,-87.527491945,POINT (-87.527491945314 41.651701289709)
401,3329653,101021155,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-20T00:00:00.000,2023-06-20T00:00:00.000,0,3722,N,FREMONT,ST,FURNACE (REPLACEMENT ONLY): QTY 1,0.0,0.0,0,0.0,450.0,0.0,0,450.0,0.0,0,0,0.0,450.0,CONTRACTOR-GENERAL CONTRACTOR,"CHICAGO APARTMENT PLACE, INC.",CHICAGO,IL,60613-,OWNER,ELIZABETH LANDERS,CHICAGO,IL,60613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,14-20-221-031-0000,,,,,,,,,,6.0,61000.0,46.0,1169556.4208539329,1925027.5630902364,41.949784017,-87.652127443,POINT (-87.652127442735 41.949784017042)
402,3329745,101021225,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-20T00:00:00.000,2023-06-20T00:00:00.000,0,3324,E,134TH,ST,ROOF RECOVER ONLY - NO STRUCTURAL WORK,0.0,0.0,0,0.0,350.0,50.0,0,400.0,0.0,0,0,0.0,400.0,OWNER AS GENERAL CONTRACTOR,RIGOBERTO GARCIA,CHICAGO,IL,60633,OWNER,PAPA CTO CONSULTING,CHICAGO,IL,60602-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,26-31-228-036-0000,,,,,,,,,,55.0,550100.0,10.0,1200390.9811433875,1816757.3059257448,41.651957577,-87.542447942,POINT (-87.542447941746 41.651957576606)
