,permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_number_suffix,street_name,street_suffix,unit,unit_suffix,description,status,status_date,filed_date,issued_date,completed_date,first_construction_document_date,structural_notification,number_of_existing_stories,number_of_proposed_stories,voluntary_soft_story_retrofit,fire_only_permit,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,tidf_compliance,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,site_permit,last_permit_activity_date,application_submission_method,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,zipcode,location,point_source,record_id,data_as_of,data_loaded_at
114,202306230774,8,otc alterations permit,2023-06-23T13:34:44.000,2009,002D,1735,,40th,Av,,,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-06-23T13:35:59.000,2023-06-23T13:34:44.000,2023-06-23T13:35:59.000,,,,,,,,12950.0,12950.0,2 family dwelling,,2 family dwelling,,0,,R-3,R-3,,,,,,2023-06-23T13:34:44.000,website,N,Y,4,Sunset/Parkside,94122.0,POINT (-122.499383443 37.75440915),parcel_centroid,1671899121647,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
115,202306230760,8,otc alterations permit,2023-06-23T12:24:58.000,2678,005,333,,Oak Park,Dr,,,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-06-23T12:26:16.000,2023-06-23T12:24:58.000,2023-06-23T12:26:16.000,,,,,,,,25200.0,25200.0,2 family dwelling,,2 family dwelling,,0,,R-3,R-3,,,,,,2023-06-23T12:24:58.000,website,N,Y,7,Inner Sunset,94131.0,POINT (-122.45841211 37.753833949),parcel_centroid,1671881141513,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
116,202306230752,8,otc alterations permit,2023-06-23T11:51:27.000,3752,120,153,,Shipley,St,,,"remove approx 300 sqft if ti-11 siding panels. install new 1/2"" cdxplywood new waterproof. barrier, new trim,around existing windows install new hardy plank siding where the t1-11 siding will b e  removed on courtyard walls. (e) deck gaurd rails remains in place",filed,2023-06-23T11:51:27.000,2023-06-23T11:51:27.000,,,,,3.0,3.0,,,18000.0,18000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T14:59:04.000,in-house,N,Y,6,South of Market,94107.0,POINT (-122.40173496 37.780388871),parcel_centroid,1671873166163,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
117,202306230725,8,otc alterations permit,2023-06-23T10:27:43.000,0123,074,38,,Eastman,St,0.0,,"rebuild (e) garage, add new skylight with parapet",filed,2023-06-23T10:27:43.000,2023-06-23T10:27:43.000,,,,,2.0,2.0,,,50000.0,0.0,prkng garage/private,1.0,prkng garage/private,1.0,2,,"R-3,U","R-3,U",5,wood frame (5),5,wood frame (5),,2023-06-23T11:29:17.000,in-house,N,Y,3,Russian Hill,94109.0,POINT (-122.420097256 37.798591589),parcel_centroid,1671845294375,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
118,202306230704,8,otc alterations permit,2023-06-23T08:44:49.000,5428C,006,22,,Bitting,Av,,,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-06-23T08:45:47.000,2023-06-23T08:44:49.000,2023-06-23T08:45:47.000,,,,,,,,6000.0,6000.0,2 family dwelling,,2 family dwelling,,0,,R-3,R-3,,,,,,2023-06-23T08:44:49.000,website,N,Y,10,Bayview Hunters Point,94124.0,POINT (-122.398041312 37.726889956),parcel_centroid,1671823459399,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
119,202306230746,8,otc alterations permit,2023-06-23T00:00:00.000,7061,054,105,,Lakeview,Av,,,"revision to pa# 202303163824, detail change to replace new simpson strong wall to new shearwall with new foundation.",filed,2023-06-23T11:24:23.000,2023-06-23T11:24:23.000,,,,,3.0,3.0,,,1.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T14:50:47.000,in-house,N,Y,11,Oceanview/Merced/Ingleside,94112.0,POINT (-122.45151363 37.716493065),parcel_centroid,1671867219776,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
120,202306230715,8,otc alterations permit,2023-06-23T00:00:00.000,1217,019,968,,Page,St,,,revision to pa 2022-0526-5085 as per building inspectors directions to document as built conditions at kitchen and bath,filed,2023-06-23T09:49:23.000,2023-06-23T09:49:23.000,,,,,4.0,4.0,,,1.0,0.0,apartments,7.0,apartments,7.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T10:07:45.000,in-house,N,Y,5,Haight Ashbury,94117.0,POINT (-122.436743425 37.772553586),parcel_centroid,167183692696,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
121,202306230784,4,sign - erect,2023-06-23T00:00:00.000,0309,028,124,,Geary,St,,,"single faved, electric sign ""bottega veneta""",filed,2023-06-23T14:54:26.000,2023-06-23T14:54:26.000,,,,,7.0,,,,1500.0,,retail sales,,,,2,,"B,M",,3,constr type 3,,,,2023-06-26T09:45:46.000,in-house,N,Y,3,Financial District/South Beach,94108.0,POINT (-122.405472916 37.787986497),parcel_centroid,1671911387083,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
122,202306230693,8,otc alterations permit,2023-06-23T00:00:00.000,0210,009,820,,Clay,St,,,"upgrade (e) fire alarm by replacing it with 1 fire alarm control units, 1 wireless communicator next to facu, 4 smoke detectors, 3 manual pull statoins, 2 horn strobes, 10 low frequency horns at all reidential sleeping areas.",filed,2023-06-23T07:56:18.000,2023-06-23T07:56:18.000,,,,,2.0,2.0,,Y,10000.0,0.0,apartments,7.0,apartments,7.0,2,,"R-2,B,M","R-2,B,M",5,wood frame (5),5,wood frame (5),,2023-06-23T09:59:52.000,in-house,N,Y,3,Chinatown,94108.0,POINT (-122.407111361 37.794281593),parcel_centroid,167181262358,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
123,202306230711,8,otc alterations permit,2023-06-23T00:00:00.000,0534,023B,3034,,Steiner,St,,,re-roofing.,issued,2023-06-23T09:45:00.000,2023-06-23T09:24:06.000,2023-06-23T09:45:00.000,,,,2.0,2.0,,,10000.0,10000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T09:40:57.000,in-house,N,Y,2,Marina,94123.0,POINT (-122.43692708 37.797418949),parcel_centroid,167183073386,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
124,202306230699,8,otc alterations permit,2023-06-23T00:00:00.000,0339,003,111,,Taylor,St,,,"f/s t.i., reroute line, relocate (4) heads for new pg&e transformer vault",issued,2023-06-23T11:52:26.000,2023-06-23T08:21:42.000,2023-06-23T11:52:26.000,,,,4.0,4.0,,Y,2080.0,2080.0,office,0.0,office,0.0,2,,"B,R-1","B,R-1",1,constr type 1,1,constr type 1,,2023-06-23T11:49:27.000,in-house,N,Y,5,Tenderloin,94102.0,POINT (-122.411078463 37.783428092),parcel_centroid,1671818266607,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
125,202306230768,8,otc alterations permit,2023-06-23T00:00:00.000,3559,013,2275,,Market,St,,,#6. remodel exsiting sole practioner massage office to general therapy office,filed,2023-06-23T13:04:38.000,2023-06-23T13:04:38.000,,,,,3.0,3.0,,,100.0,0.0,massage parlor,,massage parlor,,2,,"M,B","M,B",5,wood frame (5),5,wood frame (5),,2023-06-23T13:39:32.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.432062301 37.764554973),parcel_centroid,1671890158602,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
126,202306230780,3,additions alterations or repairs,2023-06-23T00:00:00.000,0229,020,333,,Battery,St,,,new mechanical system for (n)ground fl restaurant renovation.scope of work basement level a and levels 1-3.ref# 202305026872,filed,2023-06-23T14:26:27.000,2023-06-23T14:26:27.000,,,,,20.0,20.0,,,250000.0,,tourist hotel/motel,360.0,tourist hotel/motel,360.0,2,,"A-2,A-3,R-1","A-2,A-3,R-1",1,constr type 1,1,constr type 1,,2023-06-23T14:32:14.000,in-house,N,Y,3,Chinatown,94111.0,POINT (-122.400674772 37.79470207),parcel_centroid,1671906233115,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
127,202306230737,8,otc alterations permit,2023-06-23T00:00:00.000,1410,036,322,,24th,Av,,,"2nd flr: new bathroom at master bedroom, new laundry room, remodel kitchen and bathroom. 1st flr: remove existing closet to meet eg02. areas of remodel 264 sf",issued,2023-06-26T12:12:36.000,2023-06-23T10:58:46.000,2023-06-26T12:12:36.000,,,,3.0,3.0,,,56280.0,117500.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T11:58:26.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.483575059 37.783462088),parcel_centroid,167185898573,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
128,202306230791,8,otc alterations permit,2023-06-23T00:00:00.000,6744,021,701,,Chenery,St,,,"install all new insulation and sheetrock entire unit. install new floor covering. remodel (1) bathroom like new. update and install new electrical. prime and paint all walls textures. install new lighting . install new entry door, per sf code.",issued,2023-06-23T16:03:36.000,2023-06-23T15:29:32.000,2023-06-23T16:03:36.000,,,,2.0,2.0,,,145000.0,145000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T15:47:08.000,in-house,N,Y,8,Glen Park,94131.0,POINT (-122.43412107 37.734409877),parcel_centroid,1671918211970,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
129,202306230689,8,otc alterations permit,2023-06-23T00:00:00.000,3709,015,425,,Market,St,,,"revision to pa# 202303163764, basement-revised routing for fire pump replacement",issued,2023-06-23T10:43:09.000,2023-06-23T07:41:49.000,2023-06-23T10:43:09.000,,,,37.0,37.0,,Y,1.0,1.0,office,,office,,2,,"B,M,S-2","B,M,S-2",1,constr type 1,1,constr type 1,,2023-06-23T10:41:55.000,in-house,N,Y,6,Financial District/South Beach,94105.0,POINT (-122.398125295 37.791121296),parcel_centroid,1671808164578,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
130,202306230734,8,otc alterations permit,2023-06-23T00:00:00.000,1758,033,1330,,04th,Av,,,reroofing. modified bitumen w/new,issued,2023-06-23T12:28:38.000,2023-06-23T10:57:51.000,2023-06-23T12:28:38.000,,,,3.0,3.0,,,8500.0,8500.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T12:24:43.000,in-house,N,Y,7,Inner Sunset,94122.0,POINT (-122.460590996 37.763733666),parcel_centroid,1671860112896,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
131,202306230751,8,otc alterations permit,2023-06-23T00:00:00.000,3752,119,155,,Shipley,St,,,"remove approx 300 sqft if ti-11 siding panels. install new 1/2"" cdxplywood new waterproof. barrier, new trim,around existing windows install new hardy plank siding where the t1-11 siding will b e  removed on courtyard walls. (e) deck gaurd rails remains in place",filed,2023-06-23T11:46:25.000,2023-06-23T11:46:25.000,,,,,3.0,3.0,,,18000.0,18000.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T14:56:31.000,in-house,N,Y,6,South of Market,94107.0,POINT (-122.40173496 37.780388871),parcel_centroid,1671872166162,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
132,202306230720,8,otc alterations permit,2023-06-23T00:00:00.000,7086,013,235,,Arch,St,,,"rev to pa202211146427: add a new column below (e) 8x8 beam; add a 3x4 foundatoin at new column location, remove (e) drop beam; enlarge rear door.",filed,2023-06-23T10:06:23.000,2023-06-23T10:06:23.000,,,,,,,,,1.0,1.0,,,,,2,,R-3,R-3,,,,,,2023-06-23T10:42:35.000,in-house,N,Y,11,Oceanview/Merced/Ingleside,94132.0,POINT (-122.467380277 37.714964478),parcel_centroid,1671841220797,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
133,202306230787,8,otc alterations permit,2023-06-23T00:00:00.000,1258,038,145,,Buena Vista Ave East,Av,,,revision to pa 2021-0419-8796 updated annotation on plans to comply with inspector comments. show egress & occupancy load from roof dec; label units & show locked gate @ ground floor,issued,2023-06-26T14:58:00.000,2023-06-23T15:04:01.000,2023-06-26T14:58:00.000,,,,3.0,3.0,,,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-26T14:56:11.000,in-house,N,Y,8,Haight Ashbury,,POINT (-122.438345368 37.769598496),parcel_centroid,1671913491647,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
134,202306230776,8,otc alterations permit,2023-06-23T00:00:00.000,4109,001,2341,,03rd,St,,,modify existing retail space into barber shop. existing accessible restroom to remain. no extrerior work proposed. satisfy nov 202305053,filed,2023-06-23T14:05:27.000,2023-06-23T14:05:27.000,,,,,4.0,4.0,,,45000.0,45000.0,retail sales,0.0,retail sales,0.0,2,,"M,B,F-2","M,B,F-2",2,constr type 2,2,constr type 2,,2023-06-26T07:59:23.000,in-house,N,Y,10,Potrero Hill,94107.0,POINT (-122.38791738 37.759245937),parcel_centroid,1671902498917,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
135,202306230754,8,otc alterations permit,2023-06-23T00:00:00.000,6282,001,300,,Prague,St,,,reroofing,issued,2023-06-23T12:34:14.000,2023-06-23T12:06:26.000,2023-06-23T12:34:14.000,,,,2.0,2.0,,,36750.0,36750.0,apartments,4.0,apartments,4.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T12:32:46.000,in-house,N,Y,11,Excelsior,94112.0,POINT (-122.42866589 37.717263316),parcel_centroid,1671875199990,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
136,202306230705,8,otc alterations permit,2023-06-23T00:00:00.000,1344,039,3,,14th,Av,,,"remove and replace 12 windows with new marvin clad windows, same as existing. (3) at the front and (9) at the back and side. replace a like in kind.",issued,2023-06-23T11:29:05.000,2023-06-23T08:48:34.000,2023-06-23T11:29:05.000,,,,2.0,2.0,,,25000.0,25000.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T11:20:39.000,in-house,N,Y,1,Seacliff,94118.0,POINT (-122.473599507 37.787112483),parcel_centroid,1671824491351,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
137,202306230723,8,otc alterations permit,2023-06-23T00:00:00.000,0123,074,38,,Eastman,St,0.0,,"remove interior partitions, bathroom rmeodel, new sliding glass doors; 2/f remove int partitions,new powder room, open floor, new glass rail, new sgd.",filed,2023-06-23T10:13:50.000,2023-06-23T10:13:50.000,,,,,2.0,2.0,,,450000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,"R-3,U","R-3,U",5,wood frame (5),5,wood frame (5),,2023-06-23T10:25:43.000,in-house,N,Y,3,Russian Hill,94109.0,POINT (-122.420097256 37.798591589),parcel_centroid,1671844294375,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
138,202306230708,8,otc alterations permit,2023-06-23T00:00:00.000,6449,021,1145,,Munich,St,,,"bathroom area replace insulation drywalls and ceiling replace shower faucet, shower rub, install toilets, shower doors also minor framing and replace sliding due to water damages. remodel like for like.",issued,2023-06-23T09:23:37.000,2023-06-23T09:00:24.000,2023-06-23T09:23:37.000,,,,2.0,2.0,,,16500.0,16500.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T09:21:25.000,in-house,N,Y,11,Excelsior,94112.0,POINT (-122.436641813 37.7105167),parcel_centroid,1671827203432,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
139,202306230783,8,otc alterations permit,2023-06-23T00:00:00.000,1428,043,4355,,California,St,,,remove awning for store 4355 california at. to comply with planning dept complaint #2021-004382.,filed,2023-06-23T14:53:05.000,2023-06-23T14:53:05.000,,,,,3.0,3.0,,,800.0,0.0,2 family dwelling,2.0,2 family dwelling,2.0,0,,"M,R-3","M,R-3",5,wood frame (5),5,wood frame (5),,2023-06-23T15:32:55.000,in-house,N,Y,1,Inner Richmond,94118.0,POINT (-122.464363582 37.784568936),parcel_centroid,167190899356,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
140,202306230788,3,additions alterations or repairs,2023-06-23T00:00:00.000,3707,062,33,,New Montgomery,St,,,19/f: add to (e) fire alarm system. new notification appliances will be added to provide proper coverage for area of work. all new notification appliances will be connected to the existing remote power supply. these appliances will be activated on general alarm condition. (6) speaker/strobe-ceiling,filed,2023-06-23T15:07:15.000,2023-06-23T15:07:15.000,,,,,20.0,20.0,,Y,11000.0,,"warehouse,no frnitur",0.0,"warehouse,no frnitur",0.0,2,,"B,M","B,M",1,constr type 1,1,constr type 1,,2023-06-23T15:27:28.000,in-house,N,Y,6,Financial District/South Beach,94105.0,POINT (-122.40140603 37.788660144),parcel_centroid,1671916164504,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
141,202306230762,8,otc alterations permit,2023-06-23T00:00:00.000,3538,058,551,,Duboce,Av,0.0,,"replace fire alarm system to comply with sffc 1103.7.6.1 replace (e) facp with (n) fire alarm control unit. install (n) aes rdaio com, smoke detector, manual pulls, monitoring modules to monitor aes radio, install lf sounders in all units potential sleeping areas to comply with sffd 1103.7.6.1.",filed,2023-06-23T12:27:26.000,2023-06-23T12:27:26.000,,,,,4.0,4.0,,Y,10000.0,0.0,apartments,9.0,apartments,9.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T12:30:05.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.432589609 37.769000379),parcel_centroid,1671884422589,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
142,202306230758,8,otc alterations permit,2023-06-23T00:00:00.000,3542,006,2130,,Market,St,0.0,,"kitchen remodel- cabinets+ countertops, use (e) plumbing roug ins, install new subpanel in unit w/ (e) ckts and (n) ckts for kit. remodel new d/w and g.d. install lvp throughout, painting- replace hower/tub valve in bath and replace surround w/ marble panels.",filed,2023-06-23T12:19:04.000,2023-06-23T12:19:04.000,,,,,4.0,4.0,,,30000.0,55000.0,apartments,12.0,apartments,12.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-23T12:57:48.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.429782089 37.76726676),parcel_centroid,1671880408638,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
143,202306230696,8,otc alterations permit,2023-06-23T00:00:00.000,3582,019,4020,,18th,St,,,"bathrroom remodel: installing new vanity, toilet, shower hardware, new tile on floor and walls, new lighting. no changes to existing walls. approx 80 sqft",issued,2023-06-23T08:31:00.000,2023-06-23T08:14:30.000,2023-06-23T08:31:00.000,,,,3.0,3.0,,,20000.0,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T08:29:12.000,in-house,N,Y,8,Castro/Upper Market,94114.0,POINT (-122.433341945 37.761214038),parcel_centroid,1671815159935,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
144,202306230700,8,otc alterations permit,2023-06-23T00:00:00.000,6635,055,3350,,Mission,St,,,"interior removations to provide a floral kiosk w/floral prep sink, counters, and displays.",filed,2023-06-23T08:22:08.000,2023-06-23T08:22:08.000,,,,,1.0,1.0,,,40000.0,0.0,retail sales,,retail sales,,2,,M,M,3,constr type 3,3,constr type 3,,2023-06-23T10:38:20.000,in-house,N,Y,9,Bernal Heights,94110.0,POINT (-122.422189734 37.743212822),parcel_centroid,1671819449976,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
145,202306230727,8,otc alterations permit,2023-06-23T00:00:00.000,0311,008,88,,Kearny,St,,,fire only - 10th fl evacuation map permit.,filed,2023-06-23T10:29:54.000,2023-06-23T10:29:54.000,,,,,22.0,22.0,,Y,1900.0,0.0,office,0.0,office,0.0,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-23T15:16:14.000,in-house,N,Y,3,Financial District/South Beach,94104.0,POINT (-122.403329435 37.788601467),parcel_centroid,1671847495355,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
146,202306230713,8,otc alterations permit,2023-06-23T00:00:00.000,1224,017,1684,,Page,St,,,to verify existing sound levels in sleeping areas complywing with sffc section 1103.7.6.1,issued,2023-06-26T13:03:25.000,2023-06-23T09:32:57.000,2023-06-26T13:03:25.000,,,,2.0,2.0,,Y,1.0,1.0,apartments,3.0,apartments,3.0,2,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:01:47.000,in-house,N,Y,5,Haight Ashbury,94117.0,POINT (-122.448461556 37.77100234),parcel_centroid,1671833240559,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
147,202306230747,8,otc alterations permit,2023-06-23T00:00:00.000,6617,050,79,,Valley,St,,1/F,repair water damage - drywall ceiling and walls. repalce water damaged ceiling cans. reinstall finish plumbing in bathrooms. reinstall finishes in bathroom. all non structural work.,issued,2023-06-23T12:13:50.000,2023-06-23T11:26:03.000,2023-06-23T12:13:50.000,,,,2.0,2.0,,,54000.0,54000.0,1 family dwelling,2.0,1 family dwelling,2.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T12:03:09.000,in-house,N,Y,8,Noe Valley,94110.0,POINT (-122.423839554 37.744429649),parcel_centroid,1671868465318,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
148,202306230765,8,otc alterations permit,2023-06-23T00:00:00.000,1873,037,1598,A,28th,Av,,,"installation of (n) 17 fire sprinklers at ground floor per nfpa 13 2022 and dedicated underground piping per nfpa 24 (trench, backfill & sidewalk repair under separate permit). ref pa# 202111233056.",issued,2023-06-26T13:58:23.000,2023-06-23T12:43:10.000,2023-06-26T13:58:23.000,,,,3.0,3.0,,Y,11900.0,18244.0,2 family dwelling,2.0,apartments,3.0,2,,R-3,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T13:54:43.000,in-house,N,Y,4,Sunset/Parkside,94122.0,POINT (-122.486169894 37.757695744),parcel_centroid,1671887520558,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
149,202306230795,8,otc alterations permit,2023-06-23T00:00:00.000,4263,003,1330,,San Bruno,Av,,,kitchen and bath repairs in-kind. no structural same location. to comply w/ complaint 202309343,issued,2023-06-26T11:47:54.000,2023-06-23T15:49:29.000,2023-06-26T11:47:54.000,,,,3.0,3.0,,,12000.0,35000.0,apartments,3.0,apartments,3.0,0,,R-2,R-2,5,wood frame (5),5,wood frame (5),,2023-06-26T11:31:18.000,in-house,N,Y,10,Mission,94110.0,POINT (-122.404629161 37.752635539),parcel_centroid,1671921172657,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
150,202306230798,3,additions alterations or repairs,2023-06-23T00:00:00.000,5817,013,316,,Alemany,Bl,,,to legalize 7 dwelling units built without a permit. to comply with nov 2022-98778. ref pa200210280031.,filed,2023-06-23T16:14:33.000,2023-06-23T16:14:33.000,,,,,4.0,4.0,,,150000.0,,apartments,5.0,apartments,12.0,2,,"R-2,B","R-2,B",5,wood frame (5),5,wood frame (5),,2023-06-23T16:16:22.000,in-house,N,Y,9,Bernal Heights,94110.0,POINT (-122.412186331 37.734287487),parcel_centroid,1671924424769,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
151,202306230692,8,otc alterations permit,2023-06-23T00:00:00.000,0230,028,1,,Embarcadero Center,,,,"11th fl. design build ti. demo noin struct partioins, doors, glazing, lighting, plumbing,finishes. replace removed fireproofing w new to maintain e fire ratings. construct new non structural partitions. e ceilig grid to remain. replace damaged parts, new act, lighting, millwork, finishes throughout.",filed,2023-06-23T07:49:14.000,2023-06-23T07:49:14.000,,,,,41.0,41.0,,,431538.0,0.0,office,0.0,office,0.0,2,,B,B,1,constr type 1,1,constr type 1,,2023-06-23T08:43:50.000,in-house,N,Y,3,Financial District/South Beach,,POINT (-122.399644299 37.794643849),parcel_centroid,167181163347,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
152,202306230730,8,otc alterations permit,2023-06-23T00:00:00.000,2413,013A,2408,,Funston,Av,,,additional work to pa 2023-0531-8906 per building inspector request add (2) 4x12 full width of garage and gate and 6x6 posts,issued,2023-06-23T12:17:18.000,2023-06-23T10:48:32.000,2023-06-23T12:17:18.000,,,,2.0,2.0,,,1000.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T12:14:47.000,in-house,N,,7,West of Twin Peaks,94116.0,POINT (-122.468915519 37.743094762),parcel_centroid,1671853466034,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
153,202306230716,8,otc alterations permit,2023-06-23T00:00:00.000,7250,029,80,,Sylvan,Dr,,,"replace 2 vinyl inserts with wood french casement sashes, true divided lite. visible from street.",issued,2023-06-23T10:45:31.000,2023-06-23T09:56:43.000,2023-06-23T10:45:31.000,,,,2.0,2.0,,,9000.0,9000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T10:44:09.000,in-house,N,Y,4,Sunset/Parkside,94132.0,POINT (-122.485158104 37.732734477),parcel_centroid,1671838225263,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
154,202306230722,8,otc alterations permit,2023-06-23T00:00:00.000,1518,033,6221,,Geary,Bl,,,alteration to replace (e) sliding door with pair narrow stile aluminum doors with new door frame.,filed,2023-06-23T10:11:22.000,2023-06-23T10:11:22.000,,,,,3.0,3.0,,,40000.0,40000.0,day care center,0.0,day care center,0.0,2,,"E-3,B","E-3,B",3,constr type 3,3,constr type 3,,2023-06-23T11:31:50.000,in-house,N,Y,1,Outer Richmond,94121.0,POINT (-122.486188608 37.779721779),parcel_centroid,1671843102528,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
155,202306230717,8,otc alterations permit,2023-06-23T00:00:00.000,1922,036,1646,,22nd,Av,,,"1/f: 2 new bedrooms & 2 bathrooms, media room and office/bar; relocate fau and water heater. 2/f: remodel (e) kitchen & dining room, relocate bathroom, interior staircase, add new bathroom,",filed,2023-06-23T09:56:59.000,2023-06-23T09:56:59.000,,,,,2.0,2.0,,,265000.0,0.0,1 family dwelling,1.0,1 family dwelling,1.0,2,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T11:41:42.000,in-house,N,Y,4,Sunset/Parkside,94122.0,POINT (-122.479555838 37.756949458),parcel_centroid,1671837120604,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
156,202306230786,8,otc alterations permit,2023-06-23T00:00:00.000,7164,055,129,,Goethe,St,,,"repair siding and stair of front house in kind, less than 50%",issued,2023-06-23T15:52:36.000,2023-06-23T14:57:15.000,2023-06-23T15:52:36.000,,,,2.0,2.0,,,2000.0,2000.0,1 family dwelling,1.0,1 family dwelling,1.0,0,,R-3,R-3,5,wood frame (5),5,wood frame (5),,2023-06-23T15:50:10.000,in-house,N,Y,11,Outer Mission,94112.0,POINT (-122.459546572 37.708645183),parcel_centroid,1671912223723,2023-06-26T23:55:00.000,2023-06-27T04:12:11.000
